Time (s),Sample #,Amplitude
45.271,10152,4
45.271,10153,5
45.294,10154,7
45.294,10155,8
45.294,10156,9
45.294,10157,10
45.294,10158,11
45.294,10159,12
45.312,10160,12
45.312,10161,12
45.312,10162,12
45.312,10163,12
45.312,10164,12
45.329,10165,11
45.329,10166,10
45.329,10167,9
45.329,10168,8
45.329,10169,7
45.329,10170,7
45.351,10171,6
45.351,10172,5
45.351,10173,5
45.351,10174,5
45.351,10175,5
45.351,10176,4
45.384,10177,3
45.384,10178,2
45.384,10179,2
45.384,10180,1
45.384,10181,0
45.384,10182,0
45.384,10183,0
45.410,10184,0
45.410,10185,0
45.410,10186,0
45.410,10187,0
45.410,10188,0
45.410,10189,0
45.410,10190,0
45.430,10191,0
45.430,10192,0
45.430,10193,0
45.430,10194,0
45.430,10195,0
45.430,10196,0
45.459,10197,0
45.459,10198,0
45.459,10199,0
45.459,10200,1
45.459,10201,1
45.459,10202,0
45.459,10203,1
45.490,10204,2
45.490,10205,2
45.490,10206,3
45.490,10207,2
45.490,10208,3
45.490,10209,2
45.490,10210,2
45.509,10211,2
45.509,10212,2
45.509,10213,2
45.509,10214,2
45.509,10215,1
45.509,10216,1
45.551,10217,0
45.551,10218,0
45.551,10219,0
45.551,10220,0
45.551,10221,0
45.551,10222,0
45.551,10223,0
45.572,10224,1
45.572,10225,1
45.572,10226,1
45.572,10227,0
45.572,10228,1
45.572,10229,1
45.572,10230,1
45.592,10231,1
45.592,10232,1
45.592,10233,1
45.592,10234,1
45.592,10235,1
45.592,10236,1
45.623,10237,0
45.623,10238,0
45.623,10239,0
45.623,10240,0
45.623,10241,0
45.623,10242,0
45.623,10243,0
45.652,10244,0
45.652,10245,0
45.652,10246,1
45.652,10247,1
45.652,10248,1
45.652,10249,3
45.652,10250,4
45.671,10251,7
45.671,10252,9
45.671,10253,12
45.671,10254,14
45.671,10255,17
45.700,10256,20
45.700,10257,24
45.700,10258,31
45.700,10259,39
45.700,10260,46
45.712,10261,52
45.712,10262,56
45.712,10263,59
45.712,10264,61
45.712,10265,60
45.744,10266,57
45.744,10267,52
45.744,10268,46
45.744,10269,39
45.744,10270,32
45.759,10271,25
45.759,10272,18
45.759,10273,12
45.759,10274,8
45.759,10275,4
45.759,10276,1
45.780,10277,-2
45.780,10278,-5
45.780,10279,-8
45.780,10280,-10
45.801,10281,-11
45.801,10282,-13
45.801,10283,-14
45.801,10284,-16
45.822,10285,-18
45.822,10286,-22
45.822,10287,-30
45.822,10288,-41
45.840,10289,-56
45.840,10290,-68
45.840,10291,-71
45.840,10292,-54
45.840,10293,-8
45.865,10294,48
45.865,10295,119
45.865,10296,181
45.865,10297,236
45.882,10298,283
45.882,10299,308
45.882,10300,297
45.882,10301,249
45.901,10302,167
45.901,10303,79
45.901,10304,6
45.901,10305,-41
45.924,10306,-66
45.924,10307,-76
45.924,10308,-78
45.924,10309,-80
45.951,10310,-82
45.951,10311,-85
45.951,10312,-87
45.951,10313,-86
45.971,10314,-84
45.971,10315,-81
45.971,10316,-79
45.971,10317,-76
45.989,10318,-74
45.989,10319,-71
45.989,10320,-68
45.989,10321,-65
46.011,10322,-62
46.011,10323,-58
46.011,10324,-55
46.011,10325,-49
46.030,10326,-46
46.030,10327,-40
46.030,10328,-37
46.030,10329,-35
46.049,10330,-33
46.050,10331,-31
46.050,10332,-29
46.050,10333,-27
46.070,10334,-26
46.070,10335,-24
46.070,10336,-23
46.070,10337,-21
46.089,10338,-19
46.089,10339,-16
46.089,10340,-13
46.089,10341,-10
46.089,10342,-4
46.112,10343,-1
46.113,10344,3
46.113,10345,4
46.113,10346,5
46.113,10347,9
46.113,10348,10
46.130,10349,14
46.130,10350,14
46.130,10351,14
46.130,10352,17
46.130,10353,16
46.151,10354,18
46.151,10355,16
46.151,10356,15
46.151,10357,17
46.151,10358,17
46.180,10359,19
46.180,10360,17
46.180,10361,15
46.180,10362,16
46.180,10363,14
46.212,10364,14
46.212,10365,11
46.212,10366,8
46.212,10367,7
46.212,10368,5
46.212,10369,4
46.223,10370,1
46.223,10371,0
46.223,10372,-2
46.223,10373,-3
46.223,10374,-4
46.239,10375,-6
46.239,10376,-8
46.239,10377,-10
46.239,10378,-11
46.261,10379,-11
46.261,10380,-12
46.261,10381,-13
46.261,10382,-11
46.282,10383,-12
46.282,10384,-10
46.282,10385,-11
46.282,10386,-12
46.302,10387,-11
46.302,10388,-11
46.302,10389,-9
46.302,10390,-9
46.302,10391,-9
46.319,10392,-8
46.319,10393,-8
46.319,10394,-6
46.319,10395,-5
46.319,10396,-4
46.342,10397,-4
46.342,10398,-5
46.342,10399,-5
46.342,10400,-6
46.342,10401,-4
46.362,10402,-5
46.362,10403,-3
46.362,10404,-6
46.362,10405,-8
46.362,10406,-6
46.389,10407,-7
46.389,10408,-5
46.389,10409,-4
46.389,10410,-4
46.389,10411,-2
46.409,10412,-3
46.409,10413,-3
46.409,10414,-5
46.409,10415,-8
46.409,10416,-6
46.434,10417,-7
46.434,10418,-4
46.434,10419,-5
46.434,10420,-7
46.434,10421,-8
46.451,10422,-10
46.451,10423,-10
46.451,10424,-11
46.451,10425,-12
46.469,10426,-13
46.469,10427,-14
46.469,10428,-15
46.469,10429,-15
46.499,10430,-16
46.499,10431,-16
46.500,10432,-17
46.500,10433,-17
46.509,10434,-14
46.509,10435,-15
46.509,10436,-13
46.509,10437,-15
46.534,10438,-16
46.534,10439,-14
46.534,10440,-14
46.534,10441,-12
46.549,10442,-12
46.549,10443,-13
46.549,10444,-13
46.549,10445,-13
46.571,10446,-12
46.571,10447,-12
46.571,10448,-12
46.571,10449,-13
46.591,10450,-13
46.591,10451,-12
46.591,10452,-11
46.591,10453,-10
46.619,10454,-10
46.619,10455,-10
46.619,10456,-11
46.619,10457,-11
46.642,10458,-11
46.642,10459,-10
46.642,10460,-10
46.642,10461,-7
46.662,10462,-8
46.662,10463,-6
46.662,10464,-7
46.662,10465,-7
46.662,10466,-6
46.679,10467,-5
46.679,10468,-3
46.679,10469,-3
46.679,10470,-2
46.679,10471,0
46.679,10472,1
46.709,10473,4
46.709,10474,7
46.709,10475,8
46.709,10476,12
46.709,10477,15
46.709,10478,22
46.722,10479,29
46.722,10480,36
46.722,10481,43
46.722,10482,48
46.722,10483,52
46.740,10484,55
46.740,10485,55
46.740,10486,55
46.740,10487,51
46.740,10488,46
46.763,10489,41
46.763,10490,35
46.763,10491,33
46.763,10492,27
46.763,10493,23
46.780,10494,17
46.780,10495,11
46.780,10496,6
46.780,10497,2
46.780,10498,0
46.801,10499,-3
46.801,10500,-7
46.801,10501,-9
46.801,10502,-11
46.801,10503,-12
46.822,10504,-13
46.822,10505,-15
46.822,10506,-16
46.822,10507,-21
46.849,10508,-28
46.849,10509,-39
46.849,10510,-51
46.849,10511,-58
46.873,10512,-37
46.874,10513,2
46.874,10514,64
46.874,10515,133
46.889,10516,193
46.889,10517,246
46.889,10518,226
46.889,10519,211
46.920,10520,140
46.920,10521,87
46.920,10522,54
46.920,10523,34
46.920,10524,20
46.929,10525,12
46.929,10526,0
46.929,10527,-7
46.929,10528,-16
46.929,10529,-23
46.949,10530,-24
46.949,10531,-26
46.949,10532,-25
46.949,10533,-27
46.969,10534,-28
46.969,10535,-28
46.969,10536,-28
46.969,10537,-27
46.989,10538,-26
46.990,10539,-25
46.990,10540,-24
46.990,10541,-23
47.022,10542,-21
47.022,10543,-21
47.022,10544,-19
47.022,10545,-18
47.029,10546,-16
47.029,10547,-13
47.029,10548,-11
47.029,10549,-8
47.049,10550,-6
47.049,10551,-4
47.049,10552,-2
47.049,10553,0
47.049,10554,1
47.049,10555,3
47.081,10556,6
47.081,10557,9
47.081,10558,10
47.081,10559,12
47.081,10560,13
47.081,10561,13
47.099,10562,14
47.099,10563,15
47.099,10564,16
47.099,10565,17
47.099,10566,18
47.122,10567,18
47.122,10568,18
47.122,10569,18
47.122,10570,19
47.123,10571,20
47.141,10572,21
47.141,10573,22
47.141,10574,22
47.141,10575,22
47.141,10576,22
47.161,10577,22
47.161,10578,21
47.161,10579,20
47.161,10580,19
47.161,10581,17
47.182,10582,16
47.182,10583,14
47.182,10584,12
47.182,10585,11
47.182,10586,10
47.200,10587,9
47.200,10588,7
47.200,10589,6
47.200,10590,4
47.200,10591,3
47.200,10592,2
47.231,10593,1
47.231,10594,1
47.231,10595,1
47.231,10596,2
47.231,10597,2
47.231,10598,2
47.231,10599,2
47.239,10600,2
47.239,10601,2
47.240,10602,3
47.240,10603,3
47.240,10604,4
47.240,10605,5
47.240,10606,6
47.263,10607,8
47.263,10608,9
47.263,10609,11
47.263,10610,12
47.264,10611,13
47.292,10612,13
47.292,10613,13
47.292,10614,12
47.292,10615,12
47.292,10616,12
47.309,10617,12
47.310,10618,12
47.310,10619,11
47.310,10620,11
47.310,10621,10
47.331,10622,10
47.331,10623,11
47.331,10624,11
47.331,10625,12
47.331,10626,12
47.351,10627,12
47.351,10628,12
47.351,10629,12
47.351,10630,12
47.351,10631,11
47.370,10632,9
47.370,10633,7
47.370,10634,6
47.370,10635,6
47.370,10636,5
47.370,10637,4
47.370,10638,3
47.389,10639,3
47.389,10640,3
47.389,10641,3
47.389,10642,2
47.389,10643,1
47.389,10644,1
47.389,10645,1
47.414,10646,1
47.414,10647,1
47.414,10648,0
47.414,10649,1
47.414,10650,1
47.414,10651,1
47.449,10652,1
47.450,10653,1
47.450,10654,0
47.450,10655,1
47.450,10656,0
47.450,10657,0
47.450,10658,0
47.459,10659,-1
47.459,10660,-1
47.459,10661,0
47.459,10662,0
47.459,10663,0
47.459,10664,0
47.489,10665,0
47.489,10666,0
47.489,10667,0
47.489,10668,0
47.489,10669,0
47.489,10670,-1
47.514,10671,-1
47.514,10672,-1
47.514,10673,-1
47.514,10674,-1
47.514,10675,-1
47.533,10676,-2
47.533,10677,-3
47.533,10678,-3
47.533,10679,-3
47.533,10680,-1
47.551,10681,0
47.551,10682,0
47.551,10683,0
47.551,10684,0
47.551,10685,0
47.551,10686,0
47.551,10687,0
47.592,10688,0
47.592,10689,0
47.592,10690,1
47.592,10691,1
47.592,10692,2
47.592,10693,4
47.592,10694,6
47.600,10695,10
47.600,10696,14
47.600,10697,17
47.600,10698,19
47.600,10699,22
47.621,10700,26
47.621,10701,31
47.621,10702,36
47.621,10703,42
47.621,10704,48
47.652,10705,53
47.652,10706,58
47.652,10707,62
47.652,10708,63
47.652,10709,62
47.680,10710,59
47.680,10711,55
47.680,10712,49
47.680,10713,43
47.680,10714,37
47.690,10715,30
47.690,10716,22
47.690,10717,15
47.690,10718,9
47.690,10719,3
47.710,10720,-1
47.710,10721,-6
47.710,10722,-10
47.710,10723,-15
47.734,10724,-19
47.734,10725,-22
47.734,10726,-25
47.734,10727,-28
47.749,10728,-31
47.750,10729,-34
47.750,10730,-39
47.750,10731,-46
47.770,10732,-56
47.770,10733,-68
47.770,10734,-77
47.770,10735,-77
47.789,10736,-58
47.789,10737,-13
47.789,10738,43
47.789,10739,113
47.789,10740,175
47.809,10741,229
47.809,10742,273
47.809,10743,288
47.809,10744,271
47.834,10745,217
47.834,10746,136
47.834,10747,51
47.834,10748,-22
47.865,10749,-76
47.865,10750,-106
47.865,10751,-119
47.880,10752,-119
47.880,10753,-117
47.880,10754,-114
47.880,10755,-112
47.901,10756,-109
47.901,10757,-106
47.902,10758,-103
47.923,10759,-100
47.923,10760,-97
47.923,10761,-93
47.923,10762,-89
47.940,10763,-86
47.940,10764,-83
47.940,10765,-80
47.940,10766,-78
47.960,10767,-76
47.960,10768,-75
47.960,10769,-72
47.960,10770,-70
47.980,10771,-67
47.980,10772,-64
47.980,10773,-62
47.980,10774,-57
48.000,10775,-55
48.000,10776,-48
48.000,10777,-45
48.000,10778,-42
48.022,10779,-37
48.022,10780,-35
48.022,10781,-32
48.022,10782,-31
48.041,10783,-30
48.041,10784,-27
48.041,10785,-26
48.041,10786,-22
48.062,10787,-21
48.062,10788,-20
48.062,10789,-19
48.062,10790,-20
48.083,10791,-21
48.083,10792,-22
48.083,10793,-24
48.083,10794,-26
48.109,10795,-27
48.109,10796,-26
48.109,10797,-27
48.109,10798,-25
48.129,10799,-27
48.129,10800,-29
48.129,10801,-31
48.129,10802,-33
48.149,10803,-35
48.149,10804,-34
48.149,10805,-36
48.149,10806,-36
48.170,10807,-37
48.170,10808,-39
48.170,10809,-38
48.170,10810,-39
48.191,10811,-37
48.191,10812,-36
48.191,10813,-35
48.191,10814,-34
48.210,10815,-33
48.210,10816,-31
48.210,10817,-29
48.210,10818,-26
48.230,10819,-23
48.230,10820,-21
48.230,10821,-18
48.230,10822,-17
48.262,10823,-15
48.262,10824,-15
48.262,10825,-13
48.262,10826,-10
48.271,10827,-9
48.271,10828,-6
48.271,10829,-7
48.271,10830,-8
48.271,10831,-6
48.290,10832,-6
48.290,10833,-4
48.290,10834,-4
48.290,10835,-5
48.290,10836,-5
48.311,10837,-4
48.311,10838,-3
48.311,10839,-2
48.311,10840,-3
48.311,10841,0
48.341,10842,-1
48.341,10843,0
48.341,10844,-1
48.341,10845,-2
48.341,10846,0
48.341,10847,0
48.362,10848,1
48.362,10849,0
48.362,10850,0
48.362,10851,0
48.362,10852,0
48.362,10853,2
48.362,10854,2
48.381,10855,2
48.381,10856,4
48.381,10857,4
48.381,10858,7
48.381,10859,7
48.381,10860,6
48.400,10861,8
48.400,10862,7
48.400,10863,9
48.400,10864,9
48.400,10865,8
48.400,10866,8
48.400,10867,8
48.420,10868,8
48.420,10869,7
48.420,10870,7
48.420,10871,7
48.420,10872,6
48.420,10873,8
48.420,10874,8
48.442,10875,9
48.442,10876,11
48.442,10877,10
48.442,10878,12
48.442,10879,12
48.459,10880,11
48.459,10881,13
48.459,10882,13
48.459,10883,15
48.459,10884,15
48.479,10885,16
48.480,10886,20
48.480,10887,21
48.480,10888,25
48.480,10889,26
48.500,10890,28
48.500,10891,33
48.500,10892,39
48.500,10893,48
48.500,10894,56
48.531,10895,63
48.531,10896,71
48.531,10897,74
48.531,10898,78
48.531,10899,76
48.551,10900,73
48.551,10901,70
48.551,10902,64
48.551,10903,58
48.551,10904,50
48.572,10905,42
48.572,10906,35
48.572,10907,27
48.572,10908,21
48.572,10909,15
48.591,10910,9
48.591,10911,6
48.591,10912,0
48.591,10913,-2
48.591,10914,-7
48.611,10915,-11
48.611,10916,-13
48.611,10917,-16
48.611,10918,-17
48.632,10919,-21
48.632,10920,-25
48.632,10921,-29
48.632,10922,-37
48.657,10923,-46
48.657,10924,-58
48.657,10925,-65
48.657,10926,-54
48.669,10927,-23
48.669,10928,28
48.669,10929,91
48.669,10930,156
48.670,10931,214
48.692,10932,263
48.692,10933,294
48.692,10934,292
48.692,10935,254
48.714,10936,183
48.714,10937,97
48.714,10938,16
48.714,10939,-46
48.732,10940,-88
48.732,10941,-108
48.732,10942,-116
48.732,10943,-115
48.762,10944,-114
48.762,10945,-110
48.762,10946,-109
48.780,10947,-105
48.780,10948,-102
48.780,10949,-99
48.780,10950,-96
48.802,10951,-92
48.802,10952,-88
48.802,10953,-83
48.802,10954,-78
48.827,10955,-74
48.827,10956,-69
48.827,10957,-66
48.827,10958,-63
48.839,10959,-60
48.839,10960,-57
48.839,10961,-54
48.839,10962,-52
48.859,10963,-49
48.859,10964,-46
48.859,10965,-42
48.859,10966,-37
48.879,10967,-33
48.879,10968,-28
48.879,10969,-25
48.879,10970,-22
48.899,10971,-20
48.899,10972,-18
48.899,10973,-16
48.899,10974,-13
48.919,10975,-11
48.919,10976,-8
48.919,10977,-7
48.919,10978,-5
48.942,10979,-4
48.942,10980,-1
48.942,10981,0
48.942,10982,1
48.942,10983,0
48.942,10984,0
48.942,10985,0
48.962,10986,0
48.962,10987,1
48.962,10988,0
48.962,10989,0
48.962,10990,0
48.962,10991,0
48.992,10992,0
48.992,10993,-1
48.992,10994,-3
48.992,10995,-3
48.992,10996,-5
49.009,10997,-6
49.009,10998,-9
49.009,10999,-12
49.009,11000,-12
49.009,11001,-14
49.029,11002,-14
49.029,11003,-15
49.029,11004,-17
49.029,11005,-16
49.054,11006,-18
49.054,11007,-17
49.054,11008,-17
49.054,11009,-16
49.072,11010,-15
49.072,11011,-13
49.072,11012,-12
49.072,11013,-10
49.090,11014,-10
49.090,11015,-8
49.090,11016,-7
49.090,11017,-5
49.109,11018,-3
49.109,11019,-2
49.109,11020,-1
49.109,11021,0
49.109,11022,0
49.109,11023,1
49.132,11024,2
49.132,11025,2
49.132,11026,3
49.132,11027,3
49.132,11028,4
49.132,11029,5
49.132,11030,5
49.151,11031,4
49.151,11032,4
49.151,11033,4
49.151,11034,4
49.151,11035,3
49.151,11036,2
49.151,11037,2
49.171,11038,2
49.171,11039,2
49.171,11040,2
49.171,11041,1
49.171,11042,0
49.171,11043,0
49.202,11044,0
49.202,11045,0
49.202,11046,-1
49.202,11047,-2
49.202,11048,-2
49.202,11049,-2
49.219,11050,-2
49.219,11051,-2
49.219,11052,-2
49.219,11053,-1
49.219,11054,-1
49.239,11055,-1
49.239,11056,-1
49.239,11057,-2
49.239,11058,-2
49.239,11059,-2
49.264,11060,-2
49.264,11061,-2
49.264,11062,-2
49.264,11063,-3
49.264,11064,-4
49.279,11065,-4
49.279,11066,-3
49.279,11067,-1
49.279,11068,0
49.279,11069,4
49.301,11070,7
49.302,11071,9
49.302,11072,10
49.302,11073,13
49.302,11074,17
49.302,11075,23
49.319,11076,31
49.319,11077,40
49.319,11078,48
49.319,11079,55
49.319,11080,60
49.339,11081,64
49.339,11082,65
49.339,11083,64
49.339,11084,60
49.339,11085,56
49.360,11086,49
49.360,11087,42
49.360,11088,33
49.360,11089,24
49.360,11090,16
49.379,11091,9
49.379,11092,2
49.379,11093,-3
49.379,11094,-9
49.379,11095,-13
49.413,11096,-18
49.413,11097,-22
49.413,11098,-25
49.413,11099,-28
49.429,11100,-31
49.429,11101,-34
49.429,11102,-37
49.429,11103,-39
49.449,11104,-41
49.449,11105,-45
49.449,11106,-53
49.449,11107,-64
49.469,11108,-72
49.469,11109,-71
49.469,11110,-50
49.469,11111,-3
49.491,11112,53
49.491,11113,123
49.491,11114,185
49.491,11115,239
49.511,11116,280
49.511,11117,291
49.511,11118,272
49.511,11119,218
49.531,11120,142
49.531,11121,76
49.531,11122,21
49.531,11123,-6
49.531,11124,-21
49.551,11125,-29
49.551,11126,-37
49.551,11127,-46
49.551,11128,-55
49.569,11129,-62
49.569,11130,-66
49.569,11131,-67
49.570,11132,-67
49.592,11133,-66
49.592,11134,-66
49.592,11135,-64
49.592,11136,-62
49.616,11137,-59
49.616,11138,-57
49.616,11139,-56
49.616,11140,-55
49.641,11141,-54
49.641,11142,-52
49.641,11143,-50
49.641,11144,-49
49.661,11145,-48
49.661,11146,-47
49.661,11147,-45
49.661,11148,-42
49.681,11149,-40
49.681,11150,-38
49.681,11151,-34
49.681,11152,-29
49.700,11153,-23
49.700,11154,-17
49.700,11155,-12
49.700,11156,-7
49.721,11157,-4
49.721,11158,0
49.721,11159,3
49.721,11160,6
49.721,11161,8
49.721,11162,7
49.721,11163,7
49.742,11164,7
49.742,11165,8
49.742,11166,12
49.742,11167,15
49.742,11168,20
49.763,11169,21
49.763,11170,21
49.763,11171,19
49.763,11172,18
49.763,11173,21
49.780,11174,24
49.780,11175,26
49.780,11176,26
49.780,11177,23
49.780,11178,20
49.800,11179,17
49.800,11180,13
49.800,11181,8
49.800,11182,2
49.800,11183,-2
49.800,11184,-6
49.820,11185,-10
49.820,11186,-13
49.820,11187,-17
49.820,11188,-19
49.842,11189,-22
49.842,11190,-25
49.842,11191,-27
49.842,11192,-29
49.872,11193,-30
49.872,11194,-29
49.872,11195,-27
49.872,11196,-25
49.895,11197,-23
49.895,11198,-22
49.895,11199,-21
49.895,11200,-21
49.910,11201,-20
49.910,11202,-20
49.910,11203,-19
49.910,11204,-17
49.930,11205,-15
49.930,11206,-14
49.930,11207,-14
49.930,11208,-14
49.960,11209,-14
49.960,11210,-13
49.960,11211,-12
49.960,11212,-11
49.970,11213,-13
49.970,11214,-15
49.970,11215,-16
49.970,11216,-16
49.993,11217,-15
49.993,11218,-14
49.993,11219,-14
49.993,11220,-14
50.014,11221,-15
50.014,11222,-14
50.014,11223,-14
50.014,11224,-13
50.032,11225,-13
50.032,11226,-14
50.032,11227,-15
50.032,11228,-17
50.061,11229,-17
50.061,11230,-16
50.061,11231,-17
50.061,11232,-16
50.080,11233,-17
50.080,11234,-18
50.080,11235,-17
50.080,11236,-15
50.100,11237,-10
50.100,11238,-7
50.100,11239,-3
50.100,11240,-1
50.100,11241,1
50.120,11242,6
50.120,11243,14
50.120,11244,23
50.120,11245,32
50.120,11246,39
50.139,11247,43
50.139,11248,43
50.139,11249,39
50.139,11250,33
50.140,11251,27
50.160,11252,19
50.160,11253,10
50.160,11254,1
50.160,11255,-7
50.160,11256,-14
50.179,11257,-20
50.179,11258,-26
50.179,11259,-31
50.179,11260,-37
50.199,11261,-43
50.199,11262,-47
50.199,11263,-50
50.199,11264,-53
50.220,11265,-55
50.220,11266,-56
50.220,11267,-58
50.220,11268,-64
50.242,11269,-70
50.242,11270,-80
50.243,11271,-86
50.243,11272,-82
50.261,11273,-58
50.261,11274,-9
50.261,11275,49
50.261,11276,103
50.280,11277,126
50.280,11278,115
50.280,11279,75
50.280,11280,21
50.280,11281,-38
50.314,11282,-99
50.314,11283,-154
50.314,11284,-193
50.335,11285,-212
50.335,11286,-211
50.335,11287,-199
50.349,11288,-184
50.350,11289,-171
50.350,11290,-160
50.350,11291,-150
50.375,11292,-141
50.375,11293,-133
50.375,11294,-126
50.390,11295,-120
50.390,11296,-114
50.390,11297,-109
50.410,11298,-103
50.410,11299,-98
50.410,11300,-92
50.410,11301,-86
50.431,11302,-80
50.431,11303,-74
50.431,11304,-70
50.431,11305,-67
50.450,11306,-63
50.450,11307,-59
50.450,11308,-54
50.450,11309,-50
50.472,11310,-46
50.472,11311,-41
50.472,11312,-36
50.472,11313,-31
50.494,11314,-28
50.494,11315,-27
50.494,11316,-23
50.494,11317,-21
50.511,11318,-17
50.511,11319,-15
50.511,11320,-14
50.511,11321,-13
50.541,11322,-13
50.541,11323,-12
50.541,11324,-12
50.541,11325,-12
50.562,11326,-14
50.562,11327,-16
50.562,11328,-17
50.562,11329,-18
50.582,11330,-18
50.582,11331,-18
50.582,11332,-20
50.582,11333,-22
50.602,11334,-25
50.602,11335,-27
50.602,11336,-29
50.602,11337,-31
50.621,11338,-32
50.622,11339,-33
50.622,11340,-34
50.622,11341,-35
50.640,11342,-36
50.640,11343,-35
50.640,11344,-34
50.640,11345,-34
50.662,11346,-34
50.662,11347,-34
50.662,11348,-32
50.662,11349,-30
50.680,11350,-29
50.680,11351,-27
50.680,11352,-26
50.680,11353,-25
50.702,11354,-24
50.702,11355,-23
50.702,11356,-22
50.702,11357,-21
50.720,11358,-21
50.720,11359,-21
50.720,11360,-19
50.720,11361,-18
50.746,11362,-18
50.746,11363,-17
50.746,11364,-18
50.746,11365,-18
50.770,11366,-19
50.770,11367,-19
50.770,11368,-19
50.770,11369,-20
50.793,11370,-19
50.793,11371,-19
50.793,11372,-19
50.793,11373,-17
50.810,11374,-16
50.810,11375,-14
50.810,11376,-13
50.810,11377,-13
50.831,11378,-13
50.831,11379,-13
50.831,11380,-11
50.831,11381,-9
50.831,11382,-6
50.850,11383,-2
50.850,11384,1
50.850,11385,6
50.850,11386,10
50.850,11387,15
50.870,11388,21
50.870,11389,28
50.870,11390,36
50.870,11391,44
50.870,11392,52
50.901,11393,57
50.901,11394,61
50.901,11395,62
50.901,11396,59
50.901,11397,55
50.910,11398,49
50.910,11399,42
50.910,11400,35
50.910,11401,27
50.910,11402,20
50.929,11403,14
50.929,11404,8
50.929,11405,3
50.929,11406,-2
50.929,11407,-7
50.929,11408,-10
50.950,11409,-13
50.950,11410,-14
50.950,11411,-16
50.950,11412,-17
50.985,11413,-19
50.985,11414,-20
50.985,11415,-22
50.985,11416,-27
51.000,11417,-34
51.000,11418,-42
51.000,11419,-9
51.000,11420,24
51.020,11421,96
51.020,11422,165
51.020,11423,224
51.020,11424,275
51.044,11425,301
51.044,11426,300
51.044,11427,268
51.044,11428,210
51.060,11429,140
51.060,11430,69
51.060,11431,3
51.060,11432,-50
51.060,11433,-79
51.080,11434,-97
51.080,11435,-96
51.080,11436,-94
51.080,11437,-91
51.110,11438,-86
51.110,11439,-80
51.110,11440,-76
51.110,11441,-71
51.120,11442,-67
51.120,11443,-62
51.120,11444,-57
51.120,11445,-52
51.143,11446,-47
51.143,11447,-43
51.143,11448,-38
51.143,11449,-33
51.165,11450,-28
51.165,11451,-22
51.165,11452,-17
51.165,11453,-13
51.180,11454,-10
51.180,11455,-7
51.180,11456,-5
51.180,11457,-2
51.180,11458,0
51.209,11459,4
51.209,11460,9
51.209,11461,12
51.209,11462,17
51.209,11463,20
51.229,11464,22
51.229,11465,26
51.229,11466,29
51.229,11467,32
51.229,11468,34
51.250,11469,35
51.250,11470,37
51.250,11471,38
51.250,11472,41
51.250,11473,42
51.270,11474,43
51.270,11475,44
51.270,11476,45
51.270,11477,46
51.270,11478,45
51.294,11479,44
51.294,11480,43
51.294,11481,42
51.294,11482,43
51.294,11483,42
51.310,11484,41
51.310,11485,41
51.310,11486,39
51.310,11487,38
51.310,11488,35
51.334,11489,32
51.335,11490,30
51.335,11491,27
51.335,11492,24
51.335,11493,21
51.349,11494,18
51.349,11495,15
51.349,11496,13
51.349,11497,10
51.349,11498,7
51.349,11499,4
51.374,11500,2
51.374,11501,1
51.374,11502,1
51.374,11503,1
51.374,11504,0
51.374,11505,0
51.374,11506,0
51.391,11507,0
51.391,11508,0
51.391,11509,0
51.391,11510,1
51.391,11511,3
51.391,11512,4
51.410,11513,5
51.410,11514,6
51.410,11515,7
51.410,11516,8
51.410,11517,10
51.410,11518,10
51.444,11519,11
51.444,11520,12
51.444,11521,13
51.444,11522,15
51.444,11523,16
51.460,11524,17
51.460,11525,19
51.460,11526,19
51.460,11527,19
51.460,11528,18
51.481,11529,18
51.481,11530,20
51.482,11531,21
51.482,11532,22
51.482,11533,22
51.504,11534,21
51.505,11535,21
51.505,11536,21
51.505,11537,22
51.505,11538,22
51.529,11539,22
51.529,11540,21
51.529,11541,20
51.529,11542,20
51.529,11543,20
51.542,11544,20
51.542,11545,20
51.542,11546,19
51.542,11547,19
51.542,11548,18
51.560,11549,18
51.560,11550,19
51.560,11551,21
51.560,11552,25
51.560,11553,28
51.580,11554,31
51.580,11555,35
51.580,11556,39
51.580,11557,44
51.580,11558,51
51.602,11559,58
51.602,11560,66
51.602,11561,73
51.602,11562,80
51.602,11563,84
51.620,11564,86
51.620,11565,87
51.620,11566,85
51.620,11567,82
51.620,11568,76
51.642,11569,69
51.642,11570,60
51.642,11571,49
51.642,11572,39
51.642,11573,28
51.674,11574,18
51.674,11575,8
51.674,11576,0
51.674,11577,-5
51.674,11578,-11
51.690,11579,-17
51.690,11580,-22
51.690,11581,-26
51.690,11582,-30
51.714,11583,-34
51.714,11584,-37
51.714,11585,-39
51.714,11586,-41
51.729,11587,-44
51.729,11588,-50
51.729,11589,-58
51.729,11590,-67
51.750,11591,-29
51.750,11592,5
51.750,11593,82
51.750,11594,150
51.750,11595,209
51.773,11596,259
51.773,11597,282
51.773,11598,273
51.773,11599,226
51.790,11600,149
51.790,11601,63
51.790,11602,-13
51.790,11603,-73
51.810,11604,-104
51.810,11605,-124
51.810,11606,-125
51.835,11607,-124
51.835,11608,-121
51.835,11609,-118
51.835,11610,-114
51.850,11611,-110
51.850,11612,-106
51.850,11613,-102
51.882,11614,-99
51.882,11615,-94
51.882,11616,-88
51.882,11617,-84
51.901,11618,-78
51.901,11619,-75
51.901,11620,-72
51.901,11621,-66
51.922,11622,-63
